Customer_Name,Customer_ID,Order_ID,Order_Date,Product_ID,Product,Category,Subsidiary_Name,Country,States,Price($),Year,Sales_Amount($),Quantity
Walmart,WM-1250,ORD-1177,3/3/2014,PROD-102,Moscato,Red,Ace Cider,USA,Washington,17.00,2014,17,000.00,1000
Kroger,KG-1251,ORD-1178,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,,11,400.00,600
Costco,CC-1252,ORD-1179,22/5/2015,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,2015,7,500.00,500
Bwanaz,BN-1253,ORD-1180,3/10/2014,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,2014,7,500.00,500
Walmart,WM-1250,ORD-1181,3/6/2015,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,2015,18,000.00,1200
Kroger,KG-1251,ORD-1182,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Oregon,62.00,,37,200.00,600
Costco,CC-1252,ORD-1183,22/5/2014,PROD-103,ace-berry,Red,Ace Cider,USA,Washington,9.00,2014,5,400.00,600
Bwanaz,BN-1253,ORD-1184,3/9/2014,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,2014,8,500.00,500
Walmart,WM-1250,ORD-1185,3/3/2015,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,2015,18,000.00,1200
Kroger,KG-1251,ORD-1186,15/3/2014,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,2014,7,200.00,800
Costco,CC-1252,ORD-1187,22/6/2014,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Texas,12.00,2014,8,400.00,700
Bwanaz,BN-1253,ORD-1188,3/4/2014,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Texas,12.00,2014,6,000.00,500
Costco,CC-1252,ORD-1189,22/4/2014,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Washington,62.00,2014,31,000.00,500
Kroger,KG-1251,ORD-1190,15/3/2014,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Texas,52.00,2014,41,600.00,800
Walmart,WM-1250,ORD-1191,3/1/2014,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,Oregon,65.00,2014,52,000.00,800
Walmart,WM-1250,ORD-1192,3/5/2014,PROD- 101,ace-mango,White,Ace Cider,USA,Oregon,12.00,2014,12,000.00,1000
Walmart,WM-1250,ORD-1193,3/8/2014,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,2014,17,000.00,1000
Kroger,KG-1251,ORD-1194,,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,Oregon,31.00,,21,700.00,700
Costco,CC-1252,ORD-1195,22/3/2014,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Washington,12.00,2014,8,400.00,700
Bwanaz,BN-1253,ORD-1196,3/11/2014,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,2014,7,500.00,500
Walmart,WM-1250,ORD-1197,3/8/2015,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,2015,18,000.00,1200
Kroger,KG-1251,ORD-1198,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,,11,400.00,600
Costco,CC-1252,ORD-1199,22/6/2014,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,2014,5,400.00,600
Bwanaz,BN-1253,ORD-1200,3/8/2014,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,2014,5,400.00,600
Walmart,WM-1250,ORD-1201,3/9/2015,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,2015,18,000.00,1200
Kroger,KG-1251,ORD-1202,15/4/2014,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,2014,11,900.00,700
Costco,CC-1252,ORD-1203,22/6/2015,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,2015,7,500.00,500
Bwanaz,BN-1253,ORD-1204,3/5/2014,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Texas,12.00,2014,6,000.00,500
Walmart,WM-1250,ORD-1205,3/1/2014,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Oregon,21.00,2014,16,800.00,800
Kroger,KG-1251,ORD-1206,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,California,62.00,,37,200.00,600
Costco,CC-1252,ORD-1207,22/3/2014,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,2014,31,200.00,600
Bwanaz,BN-1253,ORD-1208,3/10/2014,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,2014,10,200.00,600
Costco,CC-1252,ORD-1209,22/6/2014,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,2014,8,500.00,500
Kroger,KG-1251,ORD-1210,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Texas,40.00,,28,000.00,700
Walmart,WM-1250,ORD-1211,3/10/2015,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,2015,18,000.00,1200
Walmart,WM-1250,ORD-1212,3/3/2014,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,California,14.00,2014,12,600.00,900
Walmart,WM-1250,ORD-1213,3/11/2015,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,2015,18,000.00,1200
Kroger,KG-1251,ORD-1214,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Texas,19.00,,11,400.00,600
Costco,CC-1252,ORD-1215,22/3/2014,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,2014,8,500.00,500
Bwanaz,BN-1253,ORD-1216,3/9/2014,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,2014,5,400.00,600
Walmart,WM-1250,ORD-1217,3/12/2015,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,2015,18,000.00,1200
Kroger,KG-1251,ORD-1218,15/5/2014,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,2014,11,900.00,700
Costco,CC-1252,ORD-1219,22/3/2015,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,2015,7,500.00,500
Bwanaz,BN-1253,ORD-1220,3/12/2014,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,2014,7,500.00,500
Walmart,WM-1250,ORD-1221,3/3/2014,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Washington,40.00,2014,40,000.00,1000
Kroger,KG-1251,ORD-1222,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,,11,400.00,600
Costco,CC-1252,ORD-1223,22/5/2014,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Washington,62.00,2014,31,000.00,500
Bwanaz,BN-1253,ORD-1224,3/11/2014,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,2014,10,200.00,600
Walmart,WM-1250,ORD-1225,3/6/2014,PROD-103,ace-berry,Red,Ace Cider,USA,Oregon,9.00,2014,7,200.00,800
Kroger,KG-1251,ORD-1226,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,California,62.00,,37,200.00,600
Costco,CC-1252,ORD-1227,22/8/2014,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Texas,12.00,2014,8,400.00,700
Bwanaz,BN-1253,ORD-1228,3/1/2015,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,2015,7,500.00,500
Costco,CC-1252,ORD-1229,22/8/2015,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,2015,7,500.00,500
Kroger,KG-1251,ORD-1230,15/8/2014,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,2014,41,600.00,800
Walmart,WM-1250,ORD-1231,3/9/2014,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,2014,17,000.00,1000
Walmart,WM-1250,ORD-1232,3/3/2014,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,2014,7,200.00,800
Walmart,WM-1250,ORD-1233,3/3/2014,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Washington,12.00,2014,9,600.00,800
Kroger,KG-1251,ORD-1234,15/6/2014,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,2014,11,900.00,700
Costco,CC-1252,ORD-1235,22/9/2015,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,2015,7,500.00,500
Bwanaz,BN-1253,ORD-1236,3/6/2014,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Texas,12.00,2014,6,000.00,500
Walmart,WM-1250,ORD-1237,3/2/2014,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,California,65.00,2014,52,000.00,800
Kroger,KG-1251,ORD-1238,,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,Texas,31.00,,21,700.00,700
Costco,CC-1252,ORD-1239,22/3/2014,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,2014,13,300.00,700
Bwanaz,BN-1253,ORD-1240,3/12/2014,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,2014,10,200.00,600
Walmart,WM-1250,ORD-1241,3/10/2014,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,2014,17,000.00,1000
Kroger,KG-1251,ORD-1242,,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Oregon,21.00,,14,700.00,700
Costco,CC-1252,ORD-1243,22/2/2014,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,California,14.00,2014,8,400.00,600
Bwanaz,BN-1253,ORD-1244,3/2/2015,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,2015,7,500.00,500
Walmart,WM-1250,ORD-1245,3/1/2016,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,2016,18,000.00,1200
Kroger,KG-1251,ORD-1246,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Oregon,62.00,,37,200.00,600
Costco,CC-1252,ORD-1247,22/8/2014,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,2014,8,500.00,500
Bwanaz,BN-1253,ORD-1248,3/1/2015,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,2015,10,200.00,600
Costco,CC-1252,ORD-1249,22/10/2015,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,2015,7,500.00,500
Kroger,KG-1251,ORD-1250,15/3/2014,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,2014,11,900.00,700
Walmart,WM-1250,ORD-1251,3/2/2016,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,2016,18,000.00,1200
Walmart,WM-1250,ORD-1252,3/3/2016,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,2016,18,000.00,1200
Walmart,WM-1250,ORD-1253,3/2/2014,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Washington,52.00,2014,46,800.00,900
Kroger,KG-1251,ORD-1254,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,California,40.00,,28,000.00,700
Costco,CC-1252,ORD-1255,22/4/2014,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Texas,19.00,2014,13,300.00,700
Bwanaz,BN-1253,ORD-1256,3/10/2014,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,2014,5,400.00,600
Walmart,WM-1250,ORD-1257,3/11/2014,PROD-102,Moscato,Red,Ace Cider,USA,Washington,17.00,2014,17,000.00,1000
Kroger,KG-1251,ORD-1258,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Texas,40.00,,28,000.00,700
Costco,CC-1252,ORD-1259,22/9/2014,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Washington,12.00,2014,8,400.00,700
Bwanaz,BN-1253,ORD-1260,3/3/2014,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,California,12.00,2014,6,000.00,500
Walmart,WM-1250,ORD-1261,3/8/2014,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Oregon,12.00,2014,9,600.00,800
Kroger,KG-1251,ORD-1262,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,,11,400.00,600
Costco,CC-1252,ORD-1263,22/9/2014,PROD-102,Moscato,Red,Ace Cider,USA,Washington,17.00,2014,8,500.00,500
Bwanaz,BN-1253,ORD-1264,3/11/2014,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,2014,5,400.00,600
Walmart,WM-1250,ORD-1265,3/3/2014,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,California,12.00,2014,12,000.00,1000
Kroger,KG-1251,ORD-1266,15/8/2014,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,2014,11,900.00,700
Costco,CC-1252,ORD-1267,22/11/2015,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,2015,7,500.00,500
Bwanaz,BN-1253,ORD-1268,3/3/2015,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,2015,7,500.00,500
Costco,CC-1252,ORD-1269,22/6/2014,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Texas,62.00,2014,31,000.00,500
Kroger,KG-1251,ORD-1270,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,California,62.00,,37,200.00,600
Walmart,WM-1250,ORD-1271,3/3/2014,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,2014,46,800.00,900
Walmart,WM-1250,ORD-1272,3/12/2014,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,2014,17,000.00,1000
Walmart,WM-1250,ORD-1273,3/1/2015,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,2015,17,000.00,1000
Kroger,KG-1251,ORD-1274,,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,California,65.00,,45,500.00,700
Costco,CC-1252,ORD-1275,22/12/2015,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,2015,7,500.00,500
Bwanaz,BN-1253,ORD-1276,3/4/2015,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,2015,7,500.00,500
Walmart,WM-1250,ORD-1277,3/4/2016,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,2016,18,000.00,1200
Kroger,KG-1251,ORD-1278,,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,Texas,31.00,,21,700.00,700
Costco,CC-1252,ORD-1279,22/3/2014,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,2014,5,400.00,600
Bwanaz,BN-1253,ORD-1280,3/2/2015,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,2015,10,200.00,600
Walmart,WM-1250,ORD-1281,3/5/2016,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,2016,18,000.00,1200
Kroger,KG-1251,ORD-1282,15/8/2014,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,2014,7,200.00,800
Costco,CC-1252,ORD-1283,22/1/2016,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,2016,7,500.00,500
Bwanaz,BN-1253,ORD-1284,3/6/2014,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,California,14.00,2014,8,400.00,600
Walmart,WM-1250,ORD-1285,3/5/2014,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,2014,19,000.00,1000
Kroger,KG-1251,ORD-1286,,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Oregon,21.00,,14,700.00,700
Costco,CC-1252,ORD-1287,22/3/2014,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Washington,62.00,2014,31,000.00,500
Bwanaz,BN-1253,ORD-1288,3/4/2014,PROD- 101,ace-mango,White,Ace Cider,USA,Texas,12.00,2014,6,000.00,500
Costco,CC-1252,ORD-1289,22/8/2014,PROD-103,ace-berry,Red,Ace Cider,USA,Washington,9.00,2014,5,400.00,600
Kroger,KG-1251,ORD-1290,15/9/2014,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,2014,41,600.00,800
Walmart,WM-1250,ORD-1291,3/6/2016,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,2016,18,000.00,1200
Walmart,WM-1250,ORD-1292,3/4/2014,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,Washington,14.00,2014,12,600.00,900
Walmart,WM-1250,ORD-1293,3/9/2014,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,2014,9,600.00,800
Kroger,KG-1251,ORD-1294,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,California,40.00,,28,000.00,700
Costco,CC-1252,ORD-1295,22/9/2014,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,2014,5,400.00,600
Bwanaz,BN-1253,ORD-1296,3/5/2014,PROD- 101,ace-mango,White,Ace Cider,USA,Texas,12.00,2014,6,000.00,500
Walmart,WM-1250,ORD-1297,3/10/2014,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,2014,9,600.00,800
Kroger,KG-1251,ORD-1298,15/3/2014,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,2014,7,200.00,600
Costco,CC-1252,ORD-1299,22/2/2016,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,2016,7,500.00,500
Bwanaz,BN-1253,ORD-1300,3/5/2015,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,2015,7,500.00,500
Walmart,WM-1250,ORD-1301,3/6/2014,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,2014,22,800.00,1200
Kroger,KG-1251,ORD-1302,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Texas,40.00,,28,000.00,700
Costco,CC-1252,ORD-1303,22/5/2014,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Texas,19.00,2014,13,300.00,700
Bwanaz,BN-1253,ORD-1304,3/6/2014,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,2014,6,000.00,500
Walmart,WM-1250,ORD-1305,3/6/2014,PROD- 101,ace-mango,White,Ace Cider,USA,Oregon,12.00,2014,12,000.00,1000
Kroger,KG-1251,ORD-1306,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Texas,62.00,,37,200.00,600
Costco,CC-1252,ORD-1307,22/3/2016,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,2016,7,500.00,500
Bwanaz,BN-1253,ORD-1308,3/6/2015,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,2015,7,500.00,500
Costco,CC-1252,ORD-1309,22/3/2014,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,California,14.00,2014,8,400.00,600
Kroger,KG-1251,ORD-1310,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Oregon,62.00,,37,200.00,600
Walmart,WM-1250,ORD-1311,3/8/2014,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,2014,7,200.00,800
Walmart,WM-1250,ORD-1312,3/9/2014,PROD-103,ace-berry,Red,Ace Cider,USA,Washington,9.00,2014,7,200.00,800
Walmart,WM-1250,ORD-1313,3/3/2016,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,2016,18,000.00,1200
Kroger,KG-1251,ORD-1314,15/9/2014,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,2014,11,900.00,700
Costco,CC-1252,ORD-1315,22/4/2016,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,2016,7,500.00,500
Bwanaz,BN-1253,ORD-1316,3/8/2014,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Texas,12.00,2014,6,000.00,500
Walmart,WM-1250,ORD-1317,3/4/2014,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Oregon,52.00,2014,46,800.00,900
Kroger,KG-1251,ORD-1318,,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,Oregon,65.00,,45,500.00,700
Costco,CC-1252,ORD-1319,22/1/2014,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,Washington,31.00,2014,18,600.00,600
Bwanaz,BN-1253,ORD-1320,3/3/2015,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,2015,10,200.00,600
Walmart,WM-1250,ORD-1321,3/10/2014,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,2014,7,200.00,800
Kroger,KG-1251,ORD-1322,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,,11,400.00,600
Costco,CC-1252,ORD-1323,22/5/2016,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,2016,7,500.00,500
Bwanaz,BN-1253,ORD-1324,3/3/2015,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,2015,7,500.00,500
Walmart,WM-1250,ORD-1325,3/11/2014,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,2014,9,600.00,800
Kroger,KG-1251,ORD-1326,,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Texas,21.00,,14,700.00,700
Costco,CC-1252,ORD-1327,22/10/2014,PROD-103,ace-berry,Red,Ace Cider,USA,Washington,9.00,2014,5,400.00,600
Bwanaz,BN-1253,ORD-1328,3/12/2014,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,2014,5,400.00,600
Costco,CC-1252,ORD-1329,22/6/2016,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,2016,7,500.00,500
Kroger,KG-1251,ORD-1330,15/10/2014,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,2014,11,900.00,700
Walmart,WM-1250,ORD-1331,3/12/2014,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,2014,9,600.00,800
Walmart,WM-1250,ORD-1332,3/4/2014,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Oregon,12.00,2014,12,000.00,1000
Walmart,WM-1250,ORD-1333,3/3/2014,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Washington,62.00,2014,49,600.00,800
Kroger,KG-1251,ORD-1334,15/10/2014,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,2014,41,600.00,800
Costco,CC-1252,ORD-1335,22/3/2014,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,California,40.00,2014,20,000.00,500
Bwanaz,BN-1253,ORD-1336,3/3/2014,PROD- 101,ace-mango,White,Ace Cider,USA,Texas,12.00,2014,6,000.00,500
Walmart,WM-1250,ORD-1337,3/3/2014,PROD- 101,ace-mango,White,Ace Cider,USA,Oregon,12.00,2014,12,000.00,1000
Kroger,KG-1251,ORD-1338,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,,11,400.00,600
Costco,CC-1252,ORD-1339,22/3/2016,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,2016,7,500.00,500
Bwanaz,BN-1253,ORD-1340,3/3/2014,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,California,14.00,2014,8,400.00,600
Walmart,WM-1250,ORD-1341,3/8/2016,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,2016,18,000.00,1200
Kroger,KG-1251,ORD-1342,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,California,40.00,,28,000.00,700
Costco,CC-1252,ORD-1343,22/3/2014,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,2014,6,000.00,500
Bwanaz,BN-1253,ORD-1344,3/8/2014,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,2014,6,000.00,500
Walmart,WM-1250,ORD-1345,3/9/2016,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,2016,18,000.00,1200
Kroger,KG-1251,ORD-1346,15/9/2014,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,2014,7,200.00,800
Costco,CC-1252,ORD-1347,22/8/2016,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,2016,7,500.00,500
Bwanaz,BN-1253,ORD-1348,3/8/2015,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,2015,7,500.00,500
Costco,CC-1252,ORD-1349,22/6/2014,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Texas,19.00,2014,13,300.00,700
Kroger,KG-1251,ORD-1350,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Texas,62.00,,43,400.00,700
Walmart,WM-1250,ORD-1351,3/4/2014,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Washington,62.00,2014,49,600.00,800
Walmart,WM-1250,ORD-1352,3/2/2015,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,2015,17,000.00,1000
